time	TC4_1	TC4_2	TC4_3	TC4_4
(sec)	(degC)	(degC)	(degC)	(degC)

18.59584	21	22	21	28
18.67776	21	22	21	28
18.75968	21	22	21	28
18.84160	21	22	21	28
18.92352	21	22	21	28
19.00544	21	22	21	28
19.08736	21	22	21	28
19.16928	21	22	21	28
19.25120	21	22	21	28
19.33312	21	22	21	28
19.41504	21	22	21	28
19.49696	21	22	21	28
19.57888	21	22	21	28
19.66080	21	22	21	28
19.74272	21	22	21	28
19.82464	21	22	21	28
19.90656	21	22	21	28
19.98848	21	22	21	28
20.07040	21	22	21	28
20.15232	21	22	21	28
20.23424	21	22	21	28
20.31616	21	22	21	28
20.39808	21	22	21	28
20.48000	21	22	21	28
20.56192	21	22	21	28
20.64384	21	22	21	28
20.72576	21	22	21	28
20.80768	21	22	21	28
20.88960	21	22	21	28
20.97152	21	22	21	28
21.05344	21	22	21	28
21.13536	21	22	21	28
21.21728	21	22	21	28
21.29920	21	22	21	28
21.38112	21	22	21	28
21.46304	21	22	21	28
21.54496	21	22	21	28
21.62688	21	22	21	28
21.70880	21	22	21	28
21.79072	21	22	21	28
21.87264	21	22	21	28
21.95456	21	22	21	28
22.03648	21	22	21	28
22.11840	21	22	21	28
22.20032	21	22	21	28
22.28224	21	22	21	28
22.36416	21	22	21	28
22.44608	21	22	21	28
22.52800	21	22	21	28
22.60992	21	22	21	28
22.69184	21	22	21	28
22.77376	21	22	21	28
22.85568	21	22	21	28
22.93760	21	22	21	28
23.01952	21	22	21	28
23.10144	21	22	21	28
23.18336	21	22	21	28
23.26528	21	22	21	28
23.34720	21	22	21	28
23.42912	21	22	21	28
23.51104	21	22	21	28
23.59296	21	22	21	28
23.67488	21	22	21	28
23.75680	21	22	21	28
23.83872	21	22	21	28
23.92064	21	22	21	28
24.00256	21	22	21	28
24.08448	21	22	21	28
24.16640	21	22	21	28
24.24832	21	22	21	28
24.33024	21	22	21	28
24.41216	21	22	21	28
24.49408	21	22	21	28
24.57600	21	22	21	28
24.65792	21	22	21	28
24.73984	21	22	21	28
24.82176	21	22	21	28
24.90368	21	22	21	28
24.98560	21	22	21	28
25.06752	21	22	21	28
25.14944	21	22	21	28
25.23136	21	22	21	28
25.31328	21	22	21	28
25.39520	21	22	21	28
25.47712	21	22	21	28
25.55904	21	22	21	28
25.64096	21	22	21	28
25.72288	21	22	21	28
25.80480	21	22	21	28
25.88672	21	22	21	28
25.96864	21	22	21	28
26.05056	21	22	21	28
26.13248	21	22	21	28
26.21440	21	22	21	28
26.29632	21	22	21	28
26.37824	21	22	21	28
26.46016	21	22	21	28
26.54208	21	22	21	28
26.62400	21	22	21	28
26.70592	21	22	21	28
26.78784	21	22	21	28
26.86976	21	22	21	28
26.95168	21	22	21	28
27.03360	21	22	21	28
27.11552	21	22	21	28
27.19744	21	22	21	28
27.27936	21	22	21	28
27.36128	21	22	21	28
27.44320	21	22	21	28
27.52512	21	22	21	28
27.60704	21	22	21	28
27.68896	21	22	21	28
27.77088	21	22	21	28
27.85280	21	22	21	28
27.93472	21	22	21	28
28.01664	21	22	21	28
28.09856	21	22	21	28
28.18048	21	22	21	28
28.26240	21	22	21	28
28.34432	21	22	21	28
28.42624	21	22	21	28
28.50816	21	22	21	28
28.59008	21	22	21	28
28.67200	21	22	21	28
28.75392	21	22	21	28
28.83584	21	22	21	28
28.91776	21	22	21	28
28.99968	21	22	21	28
29.08160	21	22	21	28
29.16352	21	22	21	28
29.24544	21	22	21	28
29.32736	21	22	21	28
29.40928	21	22	21	28
29.49120	21	22	21	28
29.57312	21	22	21	28
29.65504	21	22	21	28
29.73696	21	22	21	28
29.81888	21	22	21	28
29.90080	21	22	21	29
29.98272	21	22	21	29
30.06464	21	22	21	29
30.14656	21	22	21	29
30.22848	21	22	21	29
30.31040	21	22	21	29
30.39232	21	22	21	29
30.47424	21	22	21	29
30.55616	21	22	21	29
30.63808	21	22	21	29
30.72000	21	22	21	29
30.80192	21	22	21	29
30.88384	21	22	21	29
30.96576	21	22	21	29
31.04768	21	22	22	29
31.12960	21	22	22	29
31.21152	21	22	22	29
31.29344	21	22	22	29
31.37536	21	22	22	29
31.45728	21	22	22	29
31.53920	21	22	22	29
31.62112	21	22	22	29
31.70304	21	22	22	29
31.78496	21	22	22	29
31.86688	21	22	22	29
31.94880	21	22	22	29
32.03072	21	22	22	29
32.11264	21	22	22	29
32.19456	21	22	22	29
32.27648	21	22	22	29
32.35840	21	22	22	29
32.44032	21	22	22	29
32.52224	21	22	22	29
32.60416	21	22	22	29
32.68608	21	22	22	29
32.76800	21	22	22	29
32.84992	21	22	22	29
32.93184	21	22	22	29
33.01376	21	22	22	29
33.09568	21	22	22	29
33.17760	21	22	22	29
33.25952	21	22	22	29
33.34144	21	22	22	29
33.42336	21	22	22	29
33.50528	21	22	22	29
33.58720	21	22	22	29
