time	TC4_1	TC4_2	TC4_3	TC4_4
18.59584	42	27	24	29
18.67776	42	27	24	29
18.75968	42	27	24	29
18.84160	42	27	24	29
18.92352	42	27	24	29
19.00544	42	27	24	29
19.08736	42	27	24	29
19.16928	42	27	24	29
19.25120	42	27	24	29
19.33312	42	27	24	29
19.41504	42	27	24	29
19.49696	42	27	24	29
19.57888	42	27	24	29
19.66080	42	27	24	29
19.74272	42	27	24	29
19.82464	42	27	24	29
19.90656	42	27	24	29
19.98848	42	27	24	29
20.07040	42	27	24	29
20.15232	42	27	24	29
20.23424	42	27	24	29
20.31616	42	27	24	29
20.39808	42	27	24	29
20.48000	42	27	24	29
20.56192	42	27	24	29
20.64384	42	27	24	29
20.72576	42	27	24	29
20.80768	42	27	24	29
20.88960	42	27	24	29
20.97152	42	27	24	29
21.05344	42	27	24	29
21.13536	42	27	24	29
21.21728	42	27	24	29
21.29920	42	27	24	29
21.38112	42	27	24	29
21.46304	42	27	24	29
21.54496	42	27	24	29
21.62688	42	27	24	29
21.70880	42	27	24	29
21.79072	42	27	24	29
21.87264	42	27	24	29
21.95456	42	27	24	29
22.03648	42	27	24	29
22.11840	42	27	24	29
22.20032	42	27	24	29
22.28224	42	27	24	29
22.36416	42	27	24	29
22.44608	42	27	24	29
22.52800	42	27	24	29
22.60992	42	27	24	29
22.69184	42	27	24	29
22.77376	42	27	24	29
22.85568	42	27	24	29
22.93760	42	27	24	29
23.01952	42	27	24	29
23.10144	42	27	24	29
23.18336	42	27	24	29
23.26528	42	27	24	29
23.34720	42	27	24	29
23.42912	42	27	24	29
23.51104	42	27	24	29
23.59296	42	27	24	29
23.67488	42	27	24	29
23.75680	42	27	24	29
23.83872	42	27	24	29
23.92064	42	27	24	29
24.00256	42	27	24	29
24.08448	42	27	24	29
24.16640	42	27	24	29
24.24832	42	27	24	29
24.33024	42	27	24	29
24.41216	42	27	24	29
24.49408	42	27	24	29
24.57600	42	27	24	29
24.65792	42	27	24	29
24.73984	42	27	24	29
24.82176	42	27	24	29
24.90368	42	27	24	29
24.98560	42	27	24	29
25.06752	42	27	24	29
25.14944	42	27	24	29
25.23136	42	27	24	29
25.31328	42	27	24	29
25.39520	42	27	24	29
25.47712	42	27	24	29
25.55904	42	27	24	29
25.64096	42	27	24	29
25.72288	42	27	24	29
25.80480	42	27	24	29
25.88672	42	27	24	29
25.96864	42	27	24	29
26.05056	42	27	24	29
26.13248	42	27	24	29
26.21440	42	27	24	29
26.29632	42	27	24	29
26.37824	42	27	24	29
26.46016	42	27	24	29
26.54208	42	27	24	29
26.62400	42	27	24	29
26.70592	42	27	24	29
26.78784	42	27	24	29
26.86976	42	27	24	29
26.95168	42	27	24	29
27.03360	42	27	24	29
27.11552	42	27	24	29
27.19744	42	27	24	29
27.27936	42	27	24	29
27.36128	42	27	24	29
27.44320	42	27	24	29
27.52512	42	27	24	29
27.60704	42	27	24	29
27.68896	42	27	24	29
27.77088	42	27	24	29
27.85280	42	27	24	29
27.93472	42	27	24	29
28.01664	42	27	24	29
28.09856	42	27	24	29
28.18048	42	27	24	29
28.26240	42	27	24	29
28.34432	42	27	24	29
28.42624	42	27	24	29
28.50816	42	27	24	29
28.59008	42	27	24	29
28.67200	42	27	24	29
28.75392	42	27	24	29
28.83584	42	27	24	29
28.91776	42	27	24	29
28.99968	42	27	24	29
29.08160	42	27	24	29
29.16352	42	27	24	29
29.24544	42	27	24	29
29.32736	42	27	24	29
29.40928	42	27	24	29
29.49120	42	27	24	29
29.57312	42	27	24	29
29.65504	42	27	24	29
29.73696	42	27	24	29
29.81888	42	27	24	29
29.90080	42	27	24	29
29.98272	42	27	24	29
30.06464	42	27	24	29
30.14656	42	27	24	29
30.22848	42	27	24	29
30.31040	42	27	24	29
30.39232	42	27	24	29
30.47424	42	27	24	29
30.55616	42	27	24	29
30.63808	42	27	24	29
30.72000	42	27	24	29
30.80192	42	27	24	29
30.88384	42	27	24	29
30.96576	42	27	24	29
31.04768	42	27	24	29
31.12960	42	27	24	29
31.21152	42	27	24	29
31.29344	42	27	24	29
31.37536	42	27	24	29
31.45728	42	27	24	29
31.53920	42	27	24	29
31.62112	42	27	24	29
31.70304	42	27	24	29
31.78496	42	27	24	29
31.86688	42	27	24	29
31.94880	42	27	24	29
32.03072	42	27	24	29
32.11264	42	27	24	29
32.19456	42	27	24	29
32.27648	42	27	24	29
32.35840	42	27	24	29
32.44032	42	27	24	29
32.52224	42	27	24	29
32.60416	42	27	24	29
32.68608	42	27	24	29
32.76800	42	27	24	29
32.84992	42	27	24	29
32.93184	42	27	24	29
33.01376	42	27	24	29
33.09568	42	27	24	29
33.17760	42	27	24	29
33.25952	42	27	24	29
33.34144	42	27	24	29
33.42336	42	27	24	29
33.50528	42	27	24	29
33.58720	42	27	24	29
33.66912	42	27	24	29
33.75104	42	27	24	29
33.83296	42	27	24	29
33.91488	42	27	24	29
33.99680	42	27	24	29
34.07872	42	27	24	29
34.16064	42	27	24	29
34.24256	42	27	24	29
34.32448	42	27	24	29
34.40640	42	27	24	29
34.48832	42	27	24	29
34.57024	42	27	24	29
34.65216	42	27	24	29
34.73408	42	27	24	29
34.81600	42	27	24	29
34.89792	42	27	24	29
34.97984	42	27	24	29
35.06176	42	27	24	29
35.14368	42	27	24	29
35.22560	42	27	24	29
35.30752	42	27	24	29
35.38944	42	27	24	29
35.47136	42	27	24	29
35.55328	42	27	24	29
35.63520	42	27	24	29
35.71712	42	27	24	29
35.79904	42	27	24	29
35.88096	42	27	24	29
35.96288	42	27	24	29
36.04480	42	27	24	29
36.12672	42	27	24	29
36.20864	42	27	24	29
36.29056	42	27	24	29
36.37248	42	27	24	29
36.45440	42	27	24	29
36.53632	42	27	24	29
36.61824	42	27	24	29
36.70016	42	27	24	29
36.78208	42	27	24	29
36.86400	42	27	24	29
36.94592	42	27	24	29
37.02784	42	27	24	29
37.10976	42	27	24	29
37.19168	42	27	24	29
37.27360	42	27	24	29
37.35552	42	27	24	29
37.43744	42	27	24	29
37.51936	42	27	24	29
37.60128	42	27	24	29
37.68320	42	27	24	29
37.76512	42	27	24	29
37.84704	42	27	24	29
37.92896	42	27	24	29
38.01088	42	27	24	29
38.09280	42	27	24	29
38.17472	42	27	24	29
38.25664	42	27	24	29
38.33856	42	27	24	29
38.42048	42	27	24	29
38.50240	42	27	24	29
38.58432	42	27	24	29
38.66624	42	27	24	29
38.74816	42	27	24	29
38.83008	42	27	24	29
38.91200	42	27	24	29
38.99392	42	27	24	29
39.07584	42	27	24	29
39.15776	42	27	24	29
39.23968	42	27	24	29
39.32160	42	27	24	29
39.40352	42	27	24	29
39.48544	42	27	24	29
39.56736	42	27	24	29
39.64928	42	27	24	29
39.73120	42	27	24	29
39.81312	42	27	24	29
39.89504	42	27	24	29
39.97696	42	27	24	29
40.05888	42	27	24	29
40.14080	42	27	24	29
40.22272	42	27	24	29
40.30464	42	27	24	29
40.38656	42	27	24	29
40.46848	42	27	24	29
40.55040	42	27	24	29
40.63232	42	27	24	29
40.71424	42	27	24	29
40.79616	42	27	24	29
40.87808	42	27	24	29
40.96000	42	27	24	29
41.04192	42	27	24	29
41.12384	42	27	24	29
41.20576	42	27	24	29
41.28768	42	27	24	29
41.36960	42	27	24	29
41.45152	42	27	24	29
41.53344	42	27	24	29
41.61536	42	27	24	29
41.69728	42	27	24	29
41.77920	42	27	24	29
41.86112	42	27	24	29
41.94304	42	27	24	29
42.02496	42	27	24	29
42.10688	42	27	24	29
42.18880	42	27	24	29
42.27072	42	27	24	29
42.35264	42	27	24	29
42.43456	42	27	24	29
42.51648	42	27	24	29
42.59840	42	27	24	29
42.68032	42	27	24	29
42.76224	42	27	24	29
42.84416	42	27	24	29
42.92608	42	27	24	29
43.00800	42	27	24	29
43.08992	42	27	24	29
43.17184	42	27	24	29
43.25376	42	27	24	29
43.33568	42	27	24	29
43.41760	42	27	24	29
43.49952	42	27	24	29
43.58144	42	27	24	29
43.66336	42	27	24	29
43.74528	42	27	24	29
43.82720	42	27	24	29
43.90912	42	27	24	29
43.99104	42	27	24	29
44.07296	42	27	24	29
44.15488	42	27	24	29
44.23680	42	27	24	29
44.31872	42	27	24	30
44.40064	42	27	24	30
44.48256	42	27	24	30
44.56448	42	27	24	30
44.64640	42	27	24	30
44.72832	42	27	24	30
44.81024	42	27	24	30
44.89216	42	27	24	30
44.97408	42	27	24	30
45.05600	42	27	24	30
45.13792	42	27	24	30
45.21984	42	27	24	30
45.30176	42	27	24	30
45.38368	42	27	24	30
45.46560	42	27	24	30
45.54752	42	27	24	30
45.62944	42	27	24	30
45.71136	42	27	24	30
45.79328	42	27	24	30
45.87520	42	27	24	30
45.95712	42	27	24	30
46.03904	42	27	24	30
46.12096	42	27	24	30
46.20288	42	27	24	30
46.28480	42	27	24	30
46.36672	42	27	24	30
46.44864	42	27	24	30
46.53056	42	27	24	30
46.61248	42	27	24	30
46.69440	42	27	24	30
46.77632	42	27	24	30
46.85824	42	27	24	30
46.94016	42	27	24	30
47.02208	42	27	24	30
47.10400	42	27	24	30
47.18592	42	27	24	30
47.26784	42	27	24	30
47.34976	42	27	24	30
47.43168	42	27	24	30
47.51360	42	27	24	30
47.59552	42	27	24	30
47.67744	42	27	24	30
47.75936	42	27	24	30
47.84128	42	27	24	30
47.92320	42	27	24	30
48.00512	42	27	24	30
48.08704	42	27	24	30
48.16896	42	27	24	30
48.25088	42	27	24	30
48.33280	42	27	24	30
48.41472	42	27	24	30
48.49664	42	27	24	30
48.57856	42	27	24	30
48.66048	42	27	24	30
48.74240	42	27	24	30
48.82432	42	27	24	30
48.90624	42	27	24	30
48.98816	42	27	24	30
49.07008	42	27	24	30
49.15200	42	27	24	30
49.23392	42	27	24	30
49.31584	42	27	24	30
49.39776	42	27	24	30
49.47968	42	27	24	30
49.56160	42	27	24	30
49.64352	42	27	24	30
49.72544	42	27	24	30
49.80736	42	27	24	30
49.88928	42	27	24	30
49.97120	42	27	24	30
50.05312	42	27	24	30
50.13504	42	27	24	30
50.21696	42	27	24	30
50.29888	42	27	24	30
50.38080	42	27	24	30
50.46272	42	27	24	30
50.54464	42	27	24	30
50.62656	42	27	24	30
50.70848	42	28	24	30
50.79040	42	28	24	30
50.87232	42	28	24	30
50.95424	42	28	24	30
51.03616	42	28	24	30
51.11808	42	28	24	30
51.20000	42	28	24	30
51.28192	42	28	24	30
51.36384	42	28	24	30
51.44576	42	28	24	30
51.52768	42	28	24	30
51.60960	42	28	24	30
51.69152	42	28	24	30
51.77344	42	28	24	30
51.85536	42	28	24	30
51.93728	42	28	24	30
52.01920	42	28	24	30
52.10112	42	28	24	30
52.18304	42	28	24	30
52.26496	42	28	24	30
52.34688	42	28	24	30
52.42880	42	28	24	30
52.51072	42	28	24	30
52.59264	42	28	24	30
52.67456	42	28	24	30
52.75648	42	28	24	30
52.83840	42	28	24	30
52.92032	42	28	24	30
53.00224	42	28	24	30
53.08416	42	28	24	30
53.16608	42	28	24	30
53.24800	42	28	24	30
53.32992	42	28	24	30
53.41184	42	28	24	30
53.49376	42	28	24	30
53.57568	42	28	24	30
53.65760	42	28	24	30
53.73952	42	28	24	30
53.82144	42	28	24	30
53.90336	42	28	24	30
53.98528	42	28	24	30
54.06720	42	28	24	30
54.14912	42	28	24	30
54.23104	42	28	24	30
54.31296	42	28	24	30
54.39488	42	28	24	30
54.47680	42	28	24	30
54.55872	42	28	24	30
54.64064	42	28	24	30
54.72256	42	28	24	30
54.80448	42	28	24	30
54.88640	42	28	24	30
54.96832	42	28	24	30
55.05024	42	28	24	30
55.13216	42	28	24	30
55.21408	42	28	24	30
55.29600	42	28	24	30
55.37792	42	28	24	30
55.45984	42	29	24	30
55.54176	42	29	24	30
55.62368	42	29	24	30
55.70560	42	29	24	30
55.78752	42	29	24	31
55.86944	42	29	24	31
55.95136	42	29	24	31
56.03328	42	29	24	31
56.11520	42	29	24	31
56.19712	42	29	24	31
56.27904	42	29	24	31
56.36096	42	29	24	31
56.44288	42	29	24	31
56.52480	42	29	24	31
56.60672	42	29	24	31
56.68864	42	29	24	31
56.77056	42	29	24	31
56.85248	42	29	24	31
56.93440	42	29	24	31
57.01632	42	29	24	31
57.09824	42	29	24	31
57.18016	42	29	24	31
57.26208	42	29	24	31
57.34400	42	29	24	31
57.42592	42	29	24	31
57.50784	42	29	24	31
57.58976	42	29	24	31
57.67168	42	29	24	31
57.75360	42	29	24	31
57.83552	42	29	24	31
57.91744	42	29	24	31
57.99936	42	29	24	31
58.08128	42	29	24	31
58.16320	42	29	24	31
58.24512	42	29	24	31
58.32704	42	29	24	31
58.40896	42	29	24	31
58.49088	42	29	24	31
58.57280	42	29	24	31
58.65472	42	29	24	31
58.73664	42	29	24	31
58.81856	42	29	24	31
58.90048	42	29	24	31
58.98240	42	29	24	31
59.06432	42	29	24	31
59.14624	42	29	24	31
59.22816	42	29	25	31
59.31008	42	29	25	31
59.39200	42	29	25	31
59.47392	42	29	25	31
59.55584	42	29	25	31
59.63776	42	29	25	31
59.71968	42	29	25	31
59.80160	42	29	25	31
59.88352	42	29	25	31
59.96544	42	29	25	31
60.04736	42	29	25	31
60.12928	42	29	25	31
60.21120	42	29	25	31
60.29312	42	29	25	31
60.37504	42	29	25	31
60.45696	42	29	25	31
60.53888	42	29	25	31
60.62080	42	29	25	31
60.70272	42	29	25	31
60.78464	42	29	25	31
60.86656	42	29	25	31
60.94848	42	29	25	31
61.03040	42	29	25	31
61.11232	42	29	25	31
61.19424	42	29	25	31
61.27616	42	29	25	31
61.35808	42	29	25	31
61.44000	42	29	25	31
61.52192	42	29	25	31
61.60384	42	29	25	31
61.68576	42	29	25	31
61.76768	42	29	25	31
61.84960	42	29	25	31
61.93152	42	29	25	31
62.01344	42	29	25	31
62.09536	42	29	25	31
62.17728	42	29	25	31
62.25920	42	29	25	31
62.34112	42	29	25	31
62.42304	42	29	25	31
62.50496	42	29	25	31
62.58688	42	29	25	31
62.66880	42	29	25	31
62.75072	42	29	25	31
62.83264	42	29	26	31
62.91456	42	29	26	31
62.99648	42	29	26	31
63.07840	42	29	26	31
63.16032	42	29	26	31
63.24224	42	29	26	31
63.32416	42	29	26	31
63.40608	42	29	26	31
63.48800	42	29	26	31
63.56992	42	29	26	31
63.65184	42	29	26	31
63.73376	42	29	26	31
63.81568	42	30	26	31
63.89760	42	30	26	31
63.97952	42	30	26	31
64.06144	42	30	26	31
64.14336	42	30	26	31
64.22528	42	30	26	31
64.30720	42	30	26	31
64.38912	42	30	26	31
64.47104	42	30	26	31
64.55296	42	30	26	31
64.63488	42	30	26	32
64.71680	42	30	26	32
64.79872	42	30	26	32
64.88064	42	30	26	32
64.96256	42	30	26	32
65.04448	42	30	26	32
65.12640	42	30	26	32
65.20832	42	30	26	32
65.29024	42	30	26	32
65.37216	42	30	26	32
65.45408	42	30	26	32
65.53600	42	30	26	32
65.61792	42	30	26	32
65.69984	42	30	26	32
65.78176	42	30	26	32
65.86368	42	30	26	32
65.94560	42	30	26	32
66.02752	42	30	26	32
66.10944	42	30	26	32
66.19136	42	30	26	32
66.27328	42	30	26	32
66.35520	42	30	26	32
66.43712	42	30	26	32
66.51904	42	30	26	32
66.60096	42	30	26	32
66.68288	42	30	26	32
66.76480	42	30	26	32
66.84672	42	30	26	32
66.92864	42	30	26	32
67.01056	42	30	26	32
67.09248	42	30	26	32
67.17440	42	30	26	32
67.25632	42	30	26	32
67.33824	42	30	26	32
67.42016	42	30	26	32
67.50208	42	30	26	32
67.58400	42	30	26	32
67.66592	42	30	26	32
67.74784	42	30	26	32
67.82976	42	30	26	32
67.91168	42	30	26	32
67.99360	42	30	26	32
68.07552	42	30	26	32
68.15744	42	30	26	32
68.23936	42	30	26	32
68.32128	42	30	26	32
68.40320	42	30	26	32
68.48512	42	30	26	32
68.56704	42	30	26	32
68.64896	42	30	26	32
68.73088	42	30	26	32
68.81280	42	30	26	32
68.89472	42	30	26	32
68.97664	42	30	26	32
69.05856	42	30	26	32
69.14048	42	30	26	32
69.22240	42	30	26	32
69.30432	42	30	26	32
69.38624	42	30	26	32
69.46816	42	30	26	32
69.55008	42	30	26	32
69.63200	42	30	26	32
69.71392	42	30	26	32
69.79584	42	30	26	32
69.87776	42	30	26	32
69.95968	42	30	26	32
70.04160	42	30	26	32
70.12352	42	30	26	32
70.20544	42	30	26	32
70.28736	42	30	26	32
70.36928	42	30	26	33
70.45120	42	30	26	33
70.53312	42	30	26	33
70.61504	42	30	26	33
70.69696	42	30	26	33
70.77888	42	30	26	33
70.86080	42	30	26	33
70.94272	42	30	26	33
71.02464	42	30	26	33
71.10656	42	30	26	33
71.18848	42	30	26	33
71.27040	42	30	26	33
71.35232	42	31	26	33
71.43424	42	31	26	33
71.51616	42	31	26	33
71.59808	42	31	26	33
71.68000	42	31	26	33
71.76192	42	31	26	33
71.84384	42	31	26	33
71.92576	42	31	26	33
72.00768	42	31	26	33
72.08960	42	31	26	33
72.17152	42	31	26	33
72.25344	42	31	26	33
72.33536	42	31	26	33
72.41728	42	31	26	33
72.49920	42	31	26	33
72.58112	42	31	26	33
72.66304	42	31	26	33
72.74496	42	31	26	33
72.82688	42	31	26	33
72.90880	42	31	26	33
72.99072	42	31	26	33
73.07264	42	31	26	33
73.15456	42	31	26	33
73.23648	42	31	26	33
73.31840	42	31	26	33
73.40032	42	31	26	33
73.48224	42	31	26	33
73.56416	42	31	26	33
73.64608	42	31	26	33
73.72800	42	31	26	33
73.80992	42	31	26	33
73.89184	42	31	26	33
73.97376	42	31	26	33
74.05568	42	31	26	33
74.13760	42	31	26	33
74.21952	42	31	26	33
74.30144	42	31	26	33
74.38336	42	31	26	33
74.46528	42	31	26	33
74.54720	42	31	26	33
74.62912	42	31	26	33
74.71104	42	31	26	33
74.79296	42	31	26	33
74.87488	42	31	26	33
74.95680	42	31	26	33
75.03872	42	31	26	33
75.12064	42	32	26	33
75.20256	42	32	26	33
75.28448	42	32	26	33
75.36640	42	32	26	33
75.44832	42	32	26	33
75.53024	42	32	26	33
75.61216	42	32	26	33
75.69408	42	32	26	33
75.77600	42	32	26	33
75.85792	42	32	26	33
75.93984	42	32	26	33
76.02176	42	32	26	33
76.10368	42	32	26	33
76.18560	42	32	26	33
76.26752	42	32	26	33
76.34944	42	32	26	33
76.43136	42	32	26	33
76.51328	42	32	26	33
76.59520	42	32	26	33
76.67712	42	32	26	33
76.75904	42	32	26	33
76.84096	42	32	26	33
76.92288	42	32	26	33
77.00480	42	32	26	33
77.08672	42	32	26	33
77.16864	42	32	26	33
77.25056	42	32	26	33
77.33248	42	32	26	33
77.41440	42	32	26	33
77.49632	42	32	26	33
77.57824	42	32	26	33
77.66016	42	32	26	33
77.74208	42	32	26	33
77.82400	42	32	26	33
77.90592	42	32	26	34
77.98784	42	32	26	34
78.06976	42	32	26	34
78.15168	42	32	26	34
78.23360	42	32	26	34
78.31552	42	32	26	34
78.39744	42	32	26	34
78.47936	42	32	26	34
78.56128	42	32	26	34
78.64320	42	32	26	34
78.72512	42	32	26	34
78.80704	42	32	26	34
78.88896	42	32	26	34
78.97088	42	32	26	34
79.05280	42	32	26	34
79.13472	42	32	26	34
79.21664	42	32	26	34
79.29856	42	32	26	34
79.38048	42	32	26	34
79.46240	42	32	26	34
79.54432	42	32	26	34
79.62624	42	32	26	34
79.70816	42	32	26	34
79.79008	42	32	26	34
79.87200	42	32	26	34
79.95392	42	32	26	34
80.03584	42	32	26	34
80.11776	42	32	26	34
80.19968	42	32	26	34
80.28160	42	32	26	34
80.36352	42	32	26	34
80.44544	42	32	26	34
80.52736	42	32	26	34
80.60928	42	32	26	34
80.69120	42	32	26	34
80.77312	42	32	26	34
80.85504	42	32	26	34
80.93696	42	32	26	34
81.01888	42	32	26	34
81.10080	42	32	26	34
81.18272	42	32	26	34
81.26464	42	32	26	34
81.34656	42	32	26	34
81.42848	42	32	26	34
81.51040	42	32	26	34
81.59232	42	32	26	34
81.67424	42	32	26	34
81.75616	42	32	26	34
81.83808	42	32	26	34
81.92000	42	32	26	34
82.00192	42	32	26	34
82.08384	42	32	26	34
82.16576	42	32	26	34
82.24768	42	32	26	34
82.32960	42	32	26	34
82.41152	42	32	26	34
82.49344	42	32	26	34
82.57536	42	32	26	34
82.65728	42	32	26	34
82.73920	42	32	26	34
82.82112	42	32	26	34
82.90304	42	32	26	34
82.98496	42	32	26	34
83.06688	42	32	26	34
83.14880	42	32	26	34
83.23072	42	32	26	34
83.31264	42	32	26	34
83.39456	42	32	26	34
83.47648	42	32	26	34
83.55840	42	32	26	34
83.64032	42	32	26	34
83.72224	42	32	26	34
83.80416	42	32	26	34
83.88608	42	32	26	34
83.96800	42	32	26	34
84.04992	42	32	26	34
84.13184	42	32	26	34
84.21376	42	32	26	34
84.29568	42	32	26	34
84.37760	42	32	26	34
84.45952	42	32	26	34
84.54144	42	32	26	34
84.62336	42	32	26	34
84.70528	42	32	26	34
84.78720	42	32	26	34
84.86912	42	32	26	34
84.95104	42	32	26	34
85.03296	42	32	26	34
85.11488	42	32	26	34
85.19680	42	32	26	34
85.27872	42	32	26	34
85.36064	42	32	26	34
85.44256	42	32	26	34
85.52448	42	32	26	34
85.60640	42	32	26	34
85.68832	42	32	26	34
85.77024	42	32	26	34
85.85216	42	32	26	34
85.93408	42	32	26	34
86.01600	42	32	26	34
86.09792	42	32	26	34
86.17984	42	32	26	34
86.26176	42	32	26	34
86.34368	42	32	26	34
86.42560	42	32	26	34
86.50752	42	32	26	34
86.58944	42	32	26	34
86.67136	42	32	26	34
86.75328	42	32	26	34
86.83520	42	32	26	34
86.91712	42	32	26	34
86.99904	42	32	26	34
87.08096	42	32	26	34
87.16288	42	32	26	34
87.24480	42	32	26	34
87.32672	42	32	26	34
87.40864	42	32	26	34
87.49056	42	32	26	34
87.57248	42	32	26	34
