c,1616294,749
d,1616435,0
f,1616576,33
11,1616718,12
b,1616856,46
c,1616997,752
d,1617138,0
f,1617280,33
11,1617420,12
b,1617561,46
c,1617702,738
d,1617843,0
f,1617984,33
11,1618126,12
b,1618264,46
c,1618405,742
d,1618546,0
f,1618688,33
11,1618828,12
b,1618969,46
c,1619110,747
d,1619251,0
f,1619392,33
11,1619534,12
b,1619672,46
c,1619813,745
d,1619954,0
f,1620096,33
11,1620236,12
b,1620377,46
c,1620518,749
d,1620659,0
f,1620800,33
11,1620942,12
b,1621080,46
c,1621221,740
d,1621362,0
f,1621504,33
11,1621644,12
b,1621785,47
c,1621926,753
d,1622067,0
f,1622208,33
11,1622350,12
b,1622488,47
c,1622629,752
d,1622770,0
f,1622912,33
11,1623052,12
b,1623193,47
c,1623334,742
d,1623475,0
f,1623616,33
11,1623758,12
b,1623896,48
c,1624037,749
d,1624178,0
f,1624320,33
11,1624460,12
b,1624601,48
c,1624742,742
d,1624883,0
f,1625024,34
11,1625166,12
b,1625304,48
c,1625445,743
d,1625586,0
f,1625728,34
11,1625868,12
b,1626009,48
c,1626150,745
d,1626291,0
f,1626432,34
11,1626574,12
b,1626712,48
c,1626853,756
d,1626994,0
f,1627136,34
11,1627276,12
b,1627417,47
c,1627558,741
d,1627699,0
f,1627840,34
11,1627982,12
b,1628120,48
c,1628261,749
d,1628402,0
f,1628544,34
11,1628684,12
b,1628825,48
c,1628966,745
d,1629107,0
f,1629248,34
11,1629390,12
b,1629528,48
c,1629669,746
d,1629810,0
f,1629952,34
11,1630092,12
b,1630233,47
c,1630374,748
d,1630515,0
f,1630656,34
11,1630798,12
b,1630936,48
c,1631077,742
d,1631218,0
f,1631360,34
11,1631500,12
b,1631641,49
c,1631782,743
d,1631923,0
f,1632064,34
11,1632206,12
b,1632344,48
c,1632485,746
d,1632626,0
f,1632768,34
11,1632908,12
b,1633049,48
c,1633190,745
d,1633331,0
f,1633472,34
11,1633614,12
b,1633752,48
c,1633893,739
d,1634034,0
f,1634176,34
11,1634316,12
b,1634457,48
c,1634598,746
d,1634739,0
f,1634880,35
11,1635022,12
b,1635160,48
c,1635301,747
d,1635442,0
f,1635584,35
11,1635724,12
b,1635865,47
c,1636006,742
d,1636147,0
f,1636288,35
11,1636430,12
b,1636568,48
c,1636709,742
d,1636850,0
f,1636992,35
11,1637132,12
b,1637273,48
