f,253060,51
11,253201,13
b,253342,51
c,253480,745
d,253621,0
f,253762,51
11,253903,13
b,254044,51
c,254185,758
d,254326,0
f,254467,51
11,254608,13
b,254749,51
c,254891,758
d,255032,0
f,255173,51
11,255314,13
b,255455,51
c,255596,758
d,255737,0
f,255878,51
11,256019,13
b,256160,51
c,256301,759
d,256442,0
f,256583,52
11,256724,13
b,256861,51
c,257002,761
d,257143,0
f,257284,52
11,257425,13
b,257566,51
c,257704,759
d,257845,0
f,257986,52
11,258127,13
b,258268,51
c,258409,763
d,258550,0
f,258691,52
11,258832,13
b,258973,51
c,259115,761
d,259256,0
f,259397,52
11,259538,13
b,259679,51
c,259820,758
d,259961,0
f,260102,52
11,260243,13
b,260384,51
c,260525,761
d,260666,0
f,260807,52
11,260948,13
b,261085,52
c,261226,740
d,261367,0
f,261508,52
11,261649,13
b,261790,52
c,261928,758
d,262069,0
f,262210,52
11,262351,13
b,262492,52
c,262633,764
d,262774,0
f,262915,52
11,263056,13
b,263197,52
c,263339,745
d,263480,0
f,263621,52
11,263762,13
b,263903,53
c,264044,737
d,264185,0
f,264326,52
11,264467,13
b,264608,54
c,264749,743
d,264890,0
f,265031,52
11,265172,13
b,265309,54
c,265450,749
d,265591,0
f,265732,52
11,265873,13
b,266014,54
c,266152,747
d,266293,0
f,266434,52
11,266575,13
b,266716,54
c,266857,747
d,266998,0
f,267139,52
11,267280,13
b,267421,54
c,267563,743
d,267704,0
f,267845,52
11,267986,13
b,268127,53
c,268268,743
d,268409,0
f,268550,52
11,268691,13
b,268832,54
c,268973,750
d,269114,0
f,269255,52
11,269396,13
b,269533,53
c,269674,749
d,269815,0
f,269956,52
11,270097,13
b,270238,53
c,270376,748
d,270517,0
f,270658,52
11,270799,13
b,270940,53
c,271081,742
d,271222,0
f,271363,52
11,271504,13
b,271645,53
c,271787,747
d,271928,0
f,272069,52
11,272210,13
b,272351,53
c,272492,750
d,272633,0
f,272774,52
11,272915,13
b,273056,53
c,273197,749
d,273338,0
f,273479,52
11,273620,13
b,273757,53
c,273898,750
d,274039,0
f,274180,52
11,274321,13
b,274462,52
c,274600,759
d,274741,0
f,274882,52
11,275023,13
b,275164,52
c,275305,766
d,275446,0
f,275587,52
11,275728,13
b,275869,52
c,276011,746
d,276152,0
f,276293,52
11,276434,13
b,276575,52
c,276716,750
d,276857,0
f,276998,52
11,277139,13
b,277280,51
c,277421,759
d,277562,0
f,277703,52
11,277844,13
b,277981,50
c,278122,752
d,278263,0
f,278404,52
11,278545,13
b,278686,49
c,278824,747
d,278965,0
f,279106,52
11,279247,13
b,279388,49
c,279529,751
d,279670,0
f,279811,53
11,279952,13
b,280093,49
c,280235,765
d,280376,0
f,280517,53
11,280658,13
b,280799,49
c,280940,765
d,281081,0
f,281222,53
11,281363,13
b,281504,49
c,281645,766
d,281786,0
f,281927,53
11,282068,13
b,282205,49
c,282346,767
d,282487,0
f,282628,53
11,282769,13
b,282910,49
c,283048,770
d,283189,0
f,283330,53
11,283471,13
b,283612,49
c,283753,762
d,283894,0
f,284035,53
11,284176,13
b,284317,49
c,284459,766
d,284600,0
f,284741,53
11,284882,13
b,285023,49
c,285164,765
d,285305,0
f,285446,53
11,285587,13
b,285728,49
c,285869,759
d,286010,0
f,286151,53
11,286292,13
b,286429,49
c,286570,763
d,286711,0
f,286852,53
11,286993,13
b,287134,49
c,287272,760
d,287413,0
f,287554,53
11,287695,13
b,287836,49
c,287977,760
d,288118,0
f,288259,53
11,288400,13
b,288541,49
c,288683,768
d,288824,0
f,288965,53
11,289106,13
b,289247,49
c,289388,757
d,289529,0
f,289670,53
11,289811,13
b,289952,49
c,290093,761
d,290234,0
f,290375,53
11,290516,13
b,290653,49
c,290794,758
d,290935,0
f,291076,53
11,291217,13
b,291358,50
c,291496,752
d,291637,0
f,291778,53
11,291919,13
b,292060,50
c,292201,747
d,292342,0
f,292483,53
11,292624,13
b,292765,50
c,292907,760
d,293048,0
f,293189,53
11,293330,13
b,293471,50
c,293612,754
d,293753,0
f,293894,53
11,294035,13
b,294176,50
c,294317,753
d,294458,0
f,294599,53
11,294740,13
b,294877,50
c,295018,756
d,295159,0
f,295300,53
11,295441,13
b,295582,50
c,295720,764
d,295861,0
f,296002,53
11,296143,13
b,296284,50
c,296425,755
d,296566,0
f,296707,53
11,296848,13
b,296989,50
c,297131,754
d,297272,0
f,297413,53
11,297554,13
b,297695,52
c,297836,734
d,297977,0
f,298118,53
11,298259,13
b,298400,54
c,298541,746
d,298682,0
f,298823,54
11,298964,13
b,299101,54
c,299242,747
d,299383,0
f,299524,54
11,299665,13
b,299806,54
c,299944,736
d,300085,0
f,300226,54
11,300367,13
b,300508,54
c,300649,747
d,300790,0
f,300931,54
11,301072,13
b,301213,54
c,301355,744
d,301496,0
f,301637,54
11,301778,13
b,301919,54
c,302060,743
d,302201,0
f,302342,54
11,302483,13
b,302624,54
c,302765,737
d,302906,0
f,303047,54
11,303188,13
b,303325,54
c,303466,745
d,303607,0
f,303748,54
11,303889,13
b,304030,54
c,304168,740
d,304309,0
f,304450,54
11,304591,13
b,304732,54
c,304873,741
d,305014,0
f,305155,54
11,305296,13
b,305437,54
c,305579,740
d,305720,0
f,305861,54
11,306002,13
b,306143,54
c,306284,738
d,306425,0
f,306566,54
11,306707,13
b,306848,53
c,306989,737
d,307130,0
f,307271,54
11,307412,13
b,307549,53
c,307690,745
d,307831,0
f,307972,54
11,308113,13
b,308254,52
c,308392,746
d,308533,0
f,308674,54
11,308815,13
b,308956,52
c,309097,746
d,309238,0
f,309379,54
11,309520,13
b,309661,52
c,309803,739
d,309944,0
f,310085,54
11,310226,13
b,310367,52
c,310508,745
d,310649,0
f,310790,54
11,310931,13
b,311072,52
c,311213,750
d,311354,0
f,311495,54
11,311636,13
b,311773,51
c,311914,748
d,312055,0
f,312196,54
11,312337,13
b,312478,51
c,312616,740
d,312757,0
f,312898,54
11,313039,13
b,313180,51
c,313321,745
d,313462,0
f,313603,54
11,313744,13
b,313885,51
c,314027,742
d,314168,0
f,314309,54
11,314450,13
b,314591,51
c,314732,748
d,314873,0
f,315014,54
11,315155,13
b,315296,50
c,315437,744
d,315578,0
f,315719,54
11,315860,13
b,315997,50
c,316138,754
d,316279,0
f,316420,54
11,316561,13
b,316702,50
c,316840,763
d,316981,0
f,317122,54
11,317263,13
b,317404,50
c,317545,764
d,317686,0
f,317827,54
11,317968,13
b,318109,50
c,318251,769
d,318392,0
f,318533,54
11,318674,13
b,318815,50
c,318956,755
d,319097,0
f,319238,54
11,319379,13
b,319520,51
c,319661,756
d,319802,0
f,319943,54
11,320084,13
b,320221,51
c,320362,764
d,320503,0
f,320644,54
11,320785,13
b,320926,51
c,321064,765
d,321205,0
f,321346,54
11,321487,13
b,321628,50
c,321769,760
d,321910,0
f,322051,54
11,322192,13
b,322333,50
c,322475,753
d,322616,0
f,322757,54
11,322898,13
b,323039,51
c,323180,755
d,323321,0
f,323462,54
11,323603,13
b,323744,51
c,323885,744
d,324026,0
f,324167,54
11,324308,13
b,324445,51
c,324586,763
d,324727,0
f,324868,54
11,325009,13
b,325150,51
c,325288,761
d,325429,0
f,325570,54
11,325711,13
b,325852,50
c,325993,763
d,326134,0
f,326275,54
11,326416,13
b,326557,50
c,326699,760
d,326840,0
f,326981,54
11,327122,13
b,327263,51
c,327404,757
d,327545,0
f,327686,54
11,327827,13
b,327968,51
c,328109,755
d,328250,0
f,328391,54
11,328532,13
b,328669,51
c,328810,747
d,328951,0
f,329092,54
11,329233,13
b,329374,52
c,329512,741
d,329653,0
f,329794,54
11,329935,13
b,330076,53
c,330217,745
d,330358,0
f,330499,54
11,330640,13
b,330781,53
c,330923,739
d,331064,0
f,331205,54
11,331346,13
b,331487,54
c,331628,745
d,331769,0
f,331910,54
11,332051,13
b,332192,54
c,332333,743
d,332474,0
f,332615,54
11,332756,13
b,332893,54
c,333034,737
d,333175,0
f,333316,54
11,333457,13
b,333598,53
c,333736,752
d,333877,0
f,334018,54
11,334159,13
b,334300,53
c,334441,743
d,334582,0
f,334723,54
11,334864,13
b,335005,53
c,335147,743
d,335288,0
f,335429,54
11,335570,13
b,335711,53
c,335852,738
d,335993,0
f,336134,54
11,336275,13
b,336416,53
c,336557,743
d,336698,0
f,336839,54
11,336980,13
b,337117,53
c,337258,747
d,337399,0
f,337540,55
11,337681,13
b,337822,53
c,337960,748
d,338101,0
f,338242,55
11,338383,13
b,338524,53
c,338665,745
d,338806,0
f,338947,55
11,339088,13
b,339229,53
c,339371,734
d,339512,0
f,339653,55
11,339794,13
b,339935,52
c,340076,755
d,340217,0
f,340358,55
11,340499,13
b,340640,52
c,340781,761
d,340922,0
f,341063,55
11,341204,13
b,341341,51
c,341482,762
d,341623,0
f,341764,55
11,341905,13
b,342046,50
c,342184,767
d,342325,0
f,342466,55
11,342607,13
b,342748,50
c,342889,759
d,343030,0
f,343171,55
11,343312,13
b,343453,50
c,343595,750
d,343736,0
f,343877,55
11,344018,13
b,344159,49
c,344300,741
d,344441,0
f,344582,55
11,344723,13
b,344864,50
c,345005,744
d,345146,0
f,345287,55
11,345428,13
b,345565,50
c,345706,760
d,345847,0
f,345988,55
11,346129,13
b,346270,49
c,346408,755
d,346549,0
f,346690,55
11,346831,13
b,346972,50
c,347113,750
d,347254,0
f,347395,55
11,347536,13
b,347677,49
c,347819,765
d,347960,0
f,348101,55
11,348242,13
b,348383,49
c,348524,759
d,348665,0
f,348806,55
11,348947,13
b,349088,49
c,349229,767
d,349370,0
f,349511,55
11,349652,13
b,349789,49
c,349930,762
d,350071,0
f,350212,55
11,350353,13
b,350494,49
c,350632,767
d,350773,0
f,350914,55
11,351055,13
