f,4409,40
11,4550,17
b,4691,99
c,4832,0
d,4973,0
f,5113,40
11,5254,17
b,5395,99
c,5536,0
d,5677,0
f,5818,40
11,5959,17
b,6100,99
c,6237,0
d,6378,0
f,6519,40
11,6660,17
b,6801,99
c,6942,0
d,7080,0
f,7221,40
11,7362,11
b,7503,96
c,7644,690
d,7785,0
f,7926,40
11,8067,13
b,8208,50
c,8349,1883
d,8491,0
f,8632,40
11,8773,14
b,8914,33
c,9055,1493
d,9196,0
f,9337,41
11,9478,12
b,9619,35
c,9760,881
d,9901,0
f,10042,41
11,10183,13
b,10324,46
c,10461,778
d,10602,0
f,10743,41
11,10884,12
b,11025,47
c,11166,765
d,11304,0
f,11445,42
11,11586,12
b,11727,46
c,11868,768
d,12009,0
f,12150,42
11,12291,12
b,12432,46
c,12573,754
d,12715,0
f,12856,42
11,12997,12
b,13138,47
c,13279,767
d,13420,0
f,13561,42
11,13702,12
b,13843,48
c,13984,721
d,14125,0
f,14266,42
11,14407,13
b,14548,53
c,14685,718
d,14826,0
f,14967,42
11,15108,13
b,15249,55
c,15390,730
d,15528,0
f,15669,42
11,15810,13
b,15951,54
c,16092,732
d,16233,0
f,16374,42
11,16515,13
b,16656,54
c,16797,737
d,16939,0
f,17080,42
11,17221,13
b,17362,55
c,17503,743
d,17644,0
f,17785,42
11,17926,13
b,18067,56
c,18208,749
d,18349,0
f,18490,42
11,18631,14
b,18772,58
c,18909,753
d,19050,0
f,19191,42
11,19332,14
b,19473,58
c,19614,760
d,19752,0
f,19893,42
11,20034,14
b,20175,58
c,20316,763
d,20457,0
f,20598,42
11,20739,14
b,20880,59
c,21021,760
d,21163,0
f,21304,42
11,21445,14
b,21586,59
c,21727,770
d,21868,0
f,22009,42
11,22150,13
b,22291,58
c,22432,770
d,22573,0
f,22714,43
11,22855,14
b,22996,58
c,23133,775
d,23274,0
f,23415,43
11,23556,13
b,23697,58
c,23838,772
d,23976,0
f,24117,43
11,24258,13
b,24399,58
c,24540,770
d,24681,0
f,24822,43
11,24963,13
b,25104,58
c,25245,768
d,25387,0
f,25528,43
11,25669,13
b,25810,58
c,25951,752
d,26092,0
f,26233,43
11,26374,13
b,26515,59
